country,customer_id,invoice,price,stream_id,times_viewed,date
United Kingdom,,562417,4.13,85099B,1,2019-08-01
United Kingdom,,562417,2.08,84970S,5,2019-08-01
United Kingdom,,562417,2.08,84970L,5,2019-08-01
United Kingdom,,562417,2.46,84946,22,2019-08-01
United Kingdom,,562417,8.29,84796B,1,2019-08-01
United Kingdom,,562417,4.96,84637,1,2019-08-01
United Kingdom,,562417,3.29,84459A,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,84251C,1,2019-08-01
United Kingdom,,562417,58.29,84078A,1,2019-08-01
United Kingdom,,562417,16.63,82484,3,2019-08-01
United Kingdom,,562417,3.29,23035,2,2019-08-01
United Kingdom,,562417,1.63,22219,1,2019-08-01
United Kingdom,,562417,6.63,22989,1,2019-08-01
United Kingdom,,562417,5.79,15044D,4,2019-08-01
United Kingdom,,562417,5.79,15044C,2,2019-08-01
United Kingdom,,562417,1.63,15036,7,2019-08-01
United Kingdom,,562417,4.13,22411,2,2019-08-01
United Kingdom,,562417,4.13,22386,2,2019-08-01
United Kingdom,,562417,4.13,22384,1,2019-08-01
United Kingdom,,562417,4.13,22383,1,2019-08-01
United Kingdom,,562417,4.13,22381,2,2019-08-01
United Kingdom,,562417,1.63,22355,1,2019-08-01
United Kingdom,,562417,5.79,22326,1,2019-08-01
United Kingdom,,562417,1.63,22322,1,2019-08-01
United Kingdom,,562417,2.46,22299,3,2019-08-01
United Kingdom,,562417,2.46,22251,1,2019-08-01
United Kingdom,,562417,1.25,22227,2,2019-08-01
United Kingdom,,562417,1.25,22178,5,2019-08-01
United Kingdom,,562417,0.79,22161,11,2019-08-01
United Kingdom,,562417,1.63,22156,1,2019-08-01
United Kingdom,,562417,5.79,22090,2,2019-08-01
United Kingdom,,562417,5.79,22086,1,2019-08-01
United Kingdom,,562417,5.79,22083,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,22023,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,21985,14,2019-08-01
United Kingdom,,562417,2.92,21974,1,2019-08-01
United Kingdom,,562417,1.63,21080,5,2019-08-01
United Kingdom,,562417,1.25,21976,1,2019-08-01
United Kingdom,,562417,10.79,15058C,1,2019-08-01
United Kingdom,,562417,3.29,23028,1,2019-08-01
United Kingdom,,562417,4.13,20700,2,2019-08-01
United Kingdom,,562417,4.13,20712,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,22983,2,2019-08-01
United Kingdom,,562417,1.63,22963,2,2019-08-01
United Kingdom,,562417,8.29,22960,1,2019-08-01
United Kingdom,,562417,4.13,22878,1,2019-08-01
United Kingdom,,562417,4.13,22872,1,2019-08-01
United Kingdom,,562417,2.46,22791,14,2019-08-01
United Kingdom,,562417,5.79,22699,4,2019-08-01
United Kingdom,,562417,16.63,22689,1,2019-08-01
United Kingdom,,562417,2.46,22675,1,2019-08-01
United Kingdom,,562417,4.96,22639,1,2019-08-01
United Kingdom,,562417,16.63,22625,1,2019-08-01
United Kingdom,,562417,16.63,22607,2,2019-08-01
United Kingdom,,562417,1.63,22595,1,2019-08-01
United Kingdom,,562417,7.46,22513,1,2019-08-01
United Kingdom,,562417,7.46,22508,1,2019-08-01
United Kingdom,,562417,20.79,22501,1,2019-08-01
United Kingdom,,562417,4.96,22499,2,2019-08-01
United Kingdom,,562417,3.29,22469,2,2019-08-01
United Kingdom,,562417,4.96,22467,1,2019-08-01
United Kingdom,,562417,3.29,22465,3,2019-08-01
United Kingdom,,562417,2.46,22460,11,2019-08-01
United Kingdom,,562417,1.25,22439,3,2019-08-01
United Kingdom,,562417,0.8300000000000001,22419,15,2019-08-01
United Kingdom,,562417,2.46,20717,1,2019-08-01
United Kingdom,,562417,4.13,20713,2,2019-08-01
United Kingdom,,562417,4.13,20711,2,2019-08-01
United Kingdom,,562417,1.63,21086,10,2019-08-01
United Kingdom,,562420,16.63,22171,1,2019-08-01
United Kingdom,,562417,4.96,21175,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,21980,1,2019-08-01
United Kingdom,,562420,1.25,21975,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,21967,1,2019-08-01
United Kingdom,,562420,3.29,21935,1,2019-08-01
United Kingdom,,562420,2.46,21933,9,2019-08-01
United Kingdom,,562420,2.46,21932,9,2019-08-01
United Kingdom,,562420,4.13,21928,1,2019-08-01
United Kingdom,,562420,7.46,21913,1,2019-08-01
United Kingdom,,562420,7.46,21912,1,2019-08-01
United Kingdom,,562420,13.29,21906,1,2019-08-01
United Kingdom,,562420,1.63,21905,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,21982,1,2019-08-01
United Kingdom,,562420,1.63,21878,1,2019-08-01
United Kingdom,,562420,11.63,21754,1,2019-08-01
United Kingdom,,562420,3.29,21471,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,21454,2,2019-08-01
United Kingdom,14667.0,562419,1.25,23076,17,2019-08-01
United Kingdom,14667.0,562419,1.65,22382,10,2019-08-01
United Kingdom,14667.0,562419,1.65,20728,9,2019-08-01
United Kingdom,14667.0,562419,1.65,22384,1,2019-08-01
United Kingdom,14667.0,562419,2.08,85099B,7,2019-08-01
United Kingdom,14667.0,562419,2.08,23202,10,2019-08-01
United Kingdom,14667.0,562419,2.08,21033,10,2019-08-01
United Kingdom,14667.0,562419,12.75,21735,2,2019-08-01
United Kingdom,,562420,0.42,21829,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,21985,1,2019-08-01
United Kingdom,,562420,2.46,21990,1,2019-08-01
United Kingdom,,562420,2.46,21993,2,2019-08-01
United Kingdom,,562420,24.96,22423,1,2019-08-01
United Kingdom,13969.0,562416,0.8300000000000001,23295,8,2019-08-01
United Kingdom,,562420,0.8300000000000001,22421,18,2019-08-01
United Kingdom,,562420,0.8300000000000001,22420,8,2019-08-01
United Kingdom,,562420,0.8300000000000001,22419,6,2019-08-01
United Kingdom,,562420,5.79,22413,1,2019-08-01
United Kingdom,,562420,2.46,22403,1,2019-08-01
United Kingdom,,562420,4.13,22383,1,2019-08-01
United Kingdom,,562420,4.13,22381,1,2019-08-01
United Kingdom,,562420,3.29,22332,1,2019-08-01
United Kingdom,,562420,4.96,22305,1,2019-08-01
United Kingdom,,562420,10.79,22278,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,22269,12,2019-08-01
United Kingdom,,562420,0.63,22268,2,2019-08-01
United Kingdom,,562420,1.63,22197,6,2019-08-01
United Kingdom,,562420,3.29,22185,1,2019-08-01
United Kingdom,,562420,2.46,22178,3,2019-08-01
United Kingdom,,562420,5.79,22173,2,2019-08-01
United Kingdom,,562420,8.29,22167,1,2019-08-01
United Kingdom,,562420,10.79,22165,1,2019-08-01
United Kingdom,,562420,0.8300000000000001,22135,1,2019-08-01
United Kingdom,,562420,2.46,22124,1,2019-08-01
United Kingdom,,562420,2.46,22101,19,2019-08-01
United Kingdom,,562420,2.46,22096,1,2019-08-01
United Kingdom,,562420,3.29,22077,1,2019-08-01
United Kingdom,14667.0,562419,0.39,22094,1,2019-08-01
United Kingdom,14667.0,562419,0.39,22097,1,2019-08-01
United Kingdom,14667.0,562419,2.1,20754,5,2019-08-01
United Kingdom,14667.0,562419,3.75,20764,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,21916,2,2019-08-01
United Kingdom,,562417,1.63,21902,1,2019-08-01
United Kingdom,,562417,1.63,21901,1,2019-08-01
United Kingdom,,562417,1.63,21900,1,2019-08-01
United Kingdom,,562417,1.63,21899,2,2019-08-01
United Kingdom,,562417,2.46,21811,1,2019-08-01
United Kingdom,,562417,12.46,21758,1,2019-08-01
United Kingdom,,562417,12.46,21755,1,2019-08-01
United Kingdom,,562417,11.63,21754,1,2019-08-01
United Kingdom,,562417,4.13,21750,1,2019-08-01
United Kingdom,,562417,4.13,21749,1,2019-08-01
United Kingdom,,562417,2.46,21747,2,2019-08-01
United Kingdom,,562417,2.46,21746,2,2019-08-01
United Kingdom,,562417,5.79,21733,1,2019-08-01
United Kingdom,,562417,2.46,21718,1,2019-08-01
United Kingdom,,562417,4.96,21715,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,21519,2,2019-08-01
United Kingdom,,562417,1.63,21326,11,2019-08-01
United Kingdom,,562417,1.63,21240,2,2019-08-01
United Kingdom,,562417,2.46,21232,1,2019-08-01
United Kingdom,,562417,2.46,21231,1,2019-08-01
United Kingdom,,562417,1.25,21213,1,2019-08-01
United Kingdom,,562417,3.29,21189,2,2019-08-01
United Kingdom,,562417,3.29,21187,2,2019-08-01
United Kingdom,,562417,1.63,21179,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,21917,1,2019-08-01
United Kingdom,,562417,0.8300000000000001,21094,23,2019-08-01
United Kingdom,,562417,0.8300000000000001,21918,1,2019-08-01
United Kingdom,,562417,4.13,21931,2,2019-08-01
United Kingdom,16572.0,562418,0.42,22151,19,2019-08-01
United Kingdom,16572.0,562418,1.45,22979,12,2019-08-01
United Kingdom,16572.0,562418,2.95,22090,6,2019-08-01
United Kingdom,16572.0,562418,2.89,23235,6,2019-08-01
United Kingdom,16572.0,562418,1.65,22077,12,2019-08-01
United Kingdom,16572.0,562418,3.25,71477,8,2019-08-01
United Kingdom,16572.0,562418,35.95,22824,1,2019-08-01
United Kingdom,16572.0,562418,7.95,48188,2,2019-08-01
United Kingdom,16572.0,562418,7.95,48184,2,2019-08-01
United Kingdom,16572.0,562418,7.95,48187,2,2019-08-01
United Kingdom,16572.0,562418,12.75,22423,1,2019-08-01
United Kingdom,16572.0,562418,4.95,23245,4,2019-08-01
United Kingdom,16572.0,562418,1.25,22993,19,2019-08-01
United Kingdom,16572.0,562418,0.85,22907,12,2019-08-01
United Kingdom,16572.0,562418,1.25,22966,12,2019-08-01
United Kingdom,16572.0,562418,1.25,23168,12,2019-08-01
United Kingdom,16572.0,562418,1.65,22558,12,2019-08-01
United Kingdom,16572.0,562418,1.65,22652,21,2019-08-01
United Kingdom,16572.0,562418,4.95,23243,4,2019-08-01
United Kingdom,,562417,1.69,84879,4,2019-08-01
United Kingdom,,562417,2.95,82494L,9,2019-08-01
United Kingdom,,562417,2.55,82482,11,2019-08-01
United Kingdom,,562417,5.79,21936,1,2019-08-01
United Kingdom,,562417,2.46,21933,1,2019-08-01
United Kingdom,,562417,2.46,21932,1,2019-08-01
United Kingdom,,562417,4.13,21928,1,2019-08-01
United Kingdom,13969.0,562416,0.8300000000000001,23293,8,2019-08-01
United Kingdom,15046.0,562378,1.45,23138,12,2019-08-01
United Kingdom,13969.0,562416,1.65,22383,10,2019-08-01
United Kingdom,16873.0,562381,0.85,20724,16,2019-08-01
United Kingdom,16873.0,562381,2.08,85099B,10,2019-08-01
United Kingdom,16873.0,562381,1.25,20718,18,2019-08-01
United Kingdom,16873.0,562381,2.55,21039,12,2019-08-01
United Kingdom,14778.0,562380,4.95,23132,12,2019-08-01
United Kingdom,14778.0,562380,7.05,23133,8,2019-08-01
United Kingdom,14778.0,562380,3.95,23012,4,2019-08-01
United Kingdom,14778.0,562380,3.95,23014,4,2019-08-01
United Kingdom,14778.0,562380,9.95,22767,2,2019-08-01
United Kingdom,14778.0,562380,9.95,22768,2,2019-08-01
United Kingdom,14778.0,562380,4.95,22720,3,2019-08-01
United Kingdom,16873.0,562381,1.25,20961,10,2019-08-01
United Kingdom,14778.0,562380,1.25,23077,8,2019-08-01
United Kingdom,14778.0,562380,1.25,23436,12,2019-08-01
United Kingdom,14778.0,562380,4.15,23048,4,2019-08-01
United Kingdom,14778.0,562380,3.75,23083,12,2019-08-01
United Kingdom,14778.0,562380,1.25,23438,12,2019-08-01
United Kingdom,14778.0,562380,0.8200000000000001,23374,10,2019-08-01
United Kingdom,14778.0,562380,1.25,23350,12,2019-08-01
United Kingdom,14778.0,562380,0.8300000000000001,23353,12,2019-08-01
United Kingdom,14778.0,562380,1.25,23349,12,2019-08-01
United Kingdom,15134.0,562379,0.85,35961,12,2019-08-01
United Kingdom,15134.0,562379,2.95,23322,6,2019-08-01
United Kingdom,15134.0,562379,0.79,84976,12,2019-08-01
United Kingdom,14778.0,562380,1.25,23078,12,2019-08-01
United Kingdom,16873.0,562381,1.25,20963,10,2019-08-01
United Kingdom,16873.0,562381,7.95,20685,4,2019-08-01
United Kingdom,16873.0,562381,7.95,21523,2,2019-08-01
United Kingdom,,562385,0.0,47559B,3,2019-08-01
United Kingdom,,562384,0.0,23175,1,2019-08-01
United Kingdom,,562383,0.0,22523,2,2019-08-01
United Kingdom,,562382,0.0,22927,0,2019-08-01
United Kingdom,16873.0,562381,2.95,21844,12,2019-08-01
United Kingdom,16873.0,562381,1.65,22561,15,2019-08-01
United Kingdom,16873.0,562381,0.85,22491,14,2019-08-01
United Kingdom,16873.0,562381,0.42,22489,20,2019-08-01
United Kingdom,16873.0,562381,1.25,22892,11,2019-08-01
United Kingdom,16873.0,562381,0.85,21789,16,2019-08-01
United Kingdom,16873.0,562381,0.85,21788,4,2019-08-01
United Kingdom,16873.0,562381,1.06,22560,20,2019-08-01
United Kingdom,16873.0,562381,2.55,22637,8,2019-08-01
United Kingdom,16873.0,562381,0.42,21918,18,2019-08-01
United Kingdom,16873.0,562381,0.85,22348,21,2019-08-01
United Kingdom,16873.0,562381,2.1,20754,6,2019-08-01
United Kingdom,16873.0,562381,8.5,22625,2,2019-08-01
United Kingdom,16873.0,562381,0.55,21212,12,2019-08-01
United Kingdom,16873.0,562381,2.55,21155,12,2019-08-01
United Kingdom,16873.0,562381,1.25,21154,10,2019-08-01
United Kingdom,16873.0,562381,4.25,22199,4,2019-08-01
United Kingdom,16873.0,562381,1.65,20725,10,2019-08-01
United Kingdom,16873.0,562381,4.15,23075,8,2019-08-01
United Kingdom,16873.0,562381,2.55,82482,6,2019-08-01
United Kingdom,16873.0,562381,7.95,22692,2,2019-08-01
United Kingdom,15134.0,562379,2.95,22669,5,2019-08-01
United Kingdom,15134.0,562379,1.65,22493,12,2019-08-01
United Kingdom,15134.0,562379,0.65,22492,22,2019-08-01
United Kingdom,15134.0,562379,4.95,22139,3,2019-08-01
United Kingdom,15046.0,562378,1.65,22077,6,2019-08-01
United Kingdom,15046.0,562378,1.25,85049G,6,2019-08-01
United Kingdom,15046.0,562378,1.25,85049F,6,2019-08-01
United Kingdom,15046.0,562378,0.9500000000000001,21034,5,2019-08-01
United Kingdom,14535.0,562377,1.65,23165,6,2019-08-01
United Kingdom,14535.0,562377,1.25,23166,12,2019-08-01
United Kingdom,14535.0,562377,0.8300000000000001,23167,8,2019-08-01
United Kingdom,14535.0,562377,2.95,22328,3,2019-08-01
United Kingdom,14535.0,562377,0.9500000000000001,21034,1,2019-08-01
United Kingdom,14535.0,562377,2.95,22470,2,2019-08-01
United Kingdom,14535.0,562377,1.65,22469,2,2019-08-01
United Kingdom,14535.0,562377,1.25,23077,6,2019-08-01
United Kingdom,14535.0,562377,1.45,23306,2,2019-08-01
United Kingdom,14535.0,562377,1.65,23207,3,2019-08-01
United Kingdom,14535.0,562377,1.65,22382,2,2019-08-01
United Kingdom,14535.0,562377,1.65,23206,2,2019-08-01
United Kingdom,14535.0,562377,1.65,23208,2,2019-08-01
United Kingdom,14535.0,562377,1.65,23209,1,2019-08-01
United Kingdom,14535.0,562377,0.42,22704,23,2019-08-01
United Kingdom,14535.0,562377,0.42,23548,22,2019-08-01
United Kingdom,14535.0,562377,0.42,23546,17,2019-08-01
United Kingdom,14535.0,562377,1.65,22383,2,2019-08-01
United Kingdom,14535.0,562377,1.65,23029,6,2019-08-01
United Kingdom,14535.0,562377,1.65,23031,6,2019-08-01
United Kingdom,,562420,5.79,22457,2,2019-08-01
United Kingdom,15046.0,562378,4.15,23140,3,2019-08-01
United Kingdom,,562386,0.0,84596L,2,2019-08-01
United Kingdom,15046.0,562378,1.25,85049C,6,2019-08-01
United Kingdom,15046.0,562378,1.25,85049A,6,2019-08-01
United Kingdom,15134.0,562379,3.75,22619,4,2019-08-01
United Kingdom,15134.0,562379,0.85,21704,12,2019-08-01
United Kingdom,15134.0,562379,2.25,23176,8,2019-08-01
United Kingdom,15134.0,562379,3.75,21745,4,2019-08-01
United Kingdom,15134.0,562379,2.95,85123A,12,2019-08-01
United Kingdom,15046.0,562378,1.45,84879,12,2019-08-01
United Kingdom,15046.0,562378,35.95,22824,1,2019-08-01
United Kingdom,15046.0,562378,0.42,21807,13,2019-08-01
United Kingdom,15046.0,562378,1.69,35970,6,2019-08-01
United Kingdom,15046.0,562378,1.45,21823,12,2019-08-01
United Kingdom,15046.0,562378,0.42,22153,10,2019-08-01
United Kingdom,15046.0,562378,1.25,21811,2,2019-08-01
United Kingdom,15046.0,562378,0.85,22908,2,2019-08-01
United Kingdom,15046.0,562378,0.85,22907,2,2019-08-01
United Kingdom,15046.0,562378,0.85,21080,2,2019-08-01
United Kingdom,15046.0,562378,2.55,82482,2,2019-08-01
United Kingdom,15046.0,562378,1.45,21824,0,2019-08-01
United Kingdom,15046.0,562378,2.95,22806,1,2019-08-01
United Kingdom,15046.0,562378,3.75,23131,24,2019-08-01
United Kingdom,15046.0,562378,0.85,85061W,18,2019-08-01
United Kingdom,15046.0,562378,1.25,23226,19,2019-08-01
United Kingdom,15046.0,562378,1.25,21809,22,2019-08-01
United Kingdom,15046.0,562378,2.95,23322,4,2019-08-01
United Kingdom,15046.0,562378,0.65,21326,12,2019-08-01
United Kingdom,15046.0,562378,2.49,23150,1,2019-08-01
United Kingdom,15046.0,562378,1.25,85049E,12,2019-08-01
United Kingdom,13969.0,562416,8.5,22627,2,2019-08-01
United Kingdom,13402.0,562387,4.25,22429,4,2019-08-01
United Kingdom,13402.0,562387,0.55,22952,10,2019-08-01
United Kingdom,18172.0,562393,1.25,23350,6,2019-08-01
United Kingdom,18172.0,562393,1.25,23351,7,2019-08-01
United Kingdom,18172.0,562393,1.25,23352,2,2019-08-01
United Kingdom,18172.0,562393,0.8300000000000001,23354,11,2019-08-01
United Kingdom,15205.0,562392,16.95,23008,1,2019-08-01
United Kingdom,15205.0,562392,16.95,23010,1,2019-08-01
United Kingdom,15205.0,562392,11.95,22622,2,2019-08-01
United Kingdom,15205.0,562392,0.42,21703,12,2019-08-01
United Kingdom,15205.0,562392,0.29,20984,22,2019-08-01
United Kingdom,15205.0,562392,0.85,21058,12,2019-08-01
United Kingdom,15205.0,562392,2.55,22393,6,2019-08-01
United Kingdom,18172.0,562393,2.49,23319,3,2019-08-01
United Kingdom,15205.0,562392,4.95,21534,3,2019-08-01
United Kingdom,15205.0,562392,12.75,22423,3,2019-08-01
United Kingdom,15205.0,562392,1.45,22979,12,2019-08-01
United Kingdom,15205.0,562392,1.65,22980,12,2019-08-01
United Kingdom,15205.0,562392,0.55,21976,2,2019-08-01
United Kingdom,15205.0,562392,4.25,22429,4,2019-08-01
United Kingdom,15205.0,562392,1.9500000000000002,22629,12,2019-08-01
United Kingdom,15205.0,562392,1.9500000000000002,22630,12,2019-08-01
United Kingdom,15205.0,562392,7.95,48184,2,2019-08-01
United Kingdom,15205.0,562392,5.95,15056N,3,2019-08-01
United Kingdom,15205.0,562392,2.25,21578,6,2019-08-01
United Kingdom,15205.0,562392,2.08,23203,10,2019-08-01
United Kingdom,15205.0,562392,1.25,22892,12,2019-08-01
United Kingdom,18172.0,562393,2.89,23320,20,2019-08-01
United Kingdom,18172.0,562393,1.65,23274,9,2019-08-01
United Kingdom,18172.0,562393,1.65,23272,23,2019-08-01
United Kingdom,13969.0,562416,2.08,23344,10,2019-08-01
United Kingdom,13969.0,562416,2.1,22379,5,2019-08-01
United Kingdom,13969.0,562416,1.65,23206,10,2019-08-01
United Kingdom,13969.0,562416,4.95,23298,3,2019-08-01
United Kingdom,13969.0,562416,3.75,23083,6,2019-08-01
United Kingdom,13969.0,562416,85.0,22826,2,2019-08-01
United Kingdom,18172.0,562393,2.08,23337,6,2019-08-01
United Kingdom,18172.0,562393,2.08,23336,6,2019-08-01
United Kingdom,18172.0,562393,2.08,23338,6,2019-08-01
United Kingdom,18172.0,562393,2.08,23335,6,2019-08-01
United Kingdom,18172.0,562393,2.08,23203,10,2019-08-01
United Kingdom,18172.0,562393,2.95,22086,21,2019-08-01
United Kingdom,18172.0,562393,1.69,21136,1,2019-08-01
United Kingdom,18172.0,562393,2.08,23156,8,2019-08-01
United Kingdom,18172.0,562393,2.08,23154,9,2019-08-01
United Kingdom,18172.0,562393,2.08,23159,19,2019-08-01
United Kingdom,18172.0,562393,1.69,84879,24,2019-08-01
United Kingdom,18172.0,562393,2.95,85123A,14,2019-08-01
United Kingdom,18172.0,562393,7.95,48194,6,2019-08-01
United Kingdom,18172.0,562393,7.95,48184,6,2019-08-01
United Kingdom,18172.0,562393,3.75,22727,8,2019-08-01
United Kingdom,18172.0,562393,3.75,22729,4,2019-08-01
United Kingdom,18172.0,562393,3.75,22726,8,2019-08-01
United Kingdom,18172.0,562393,3.75,22730,8,2019-08-01
United Kingdom,18172.0,562393,2.1,85053,6,2019-08-01
United Kingdom,15205.0,562392,1.65,22331,8,2019-08-01
United Kingdom,15205.0,562392,10.95,22424,8,2019-08-01
United Kingdom,15205.0,562392,3.75,85059,4,2019-08-01
United Kingdom,15205.0,562392,4.95,22425,3,2019-08-01
United Kingdom,18099.0,562388,0.55,21976,4,2019-08-01
United Kingdom,18099.0,562388,0.55,23309,4,2019-08-01
United Kingdom,18099.0,562388,2.08,23156,12,2019-08-01
United Kingdom,18099.0,562388,2.08,23154,12,2019-08-01
United Kingdom,18099.0,562388,0.42,22998,16,2019-08-01
United Kingdom,18099.0,562388,7.95,48138,1,2019-08-01
United Kingdom,13402.0,562387,5.95,22427,3,2019-08-01
United Kingdom,13402.0,562387,0.85,22263,12,2019-08-01
United Kingdom,13402.0,562387,0.85,22260,12,2019-08-01
United Kingdom,13402.0,562387,0.85,22261,12,2019-08-01
United Kingdom,13402.0,562387,1.25,22988,12,2019-08-01
United Kingdom,13402.0,562387,2.95,22328,19,2019-08-01
United Kingdom,13402.0,562387,2.95,20914,12,2019-08-01
United Kingdom,13402.0,562387,0.29,21982,18,2019-08-01
United Kingdom,13402.0,562387,0.29,21985,23,2019-08-01
United Kingdom,13402.0,562387,1.65,22469,12,2019-08-01
United Kingdom,13402.0,562387,0.85,22851,12,2019-08-01
United Kingdom,13402.0,562387,1.65,22075,12,2019-08-01
United Kingdom,13402.0,562387,1.65,22077,12,2019-08-01
United Kingdom,13402.0,562387,0.42,84249A,12,2019-08-01
United Kingdom,13402.0,562387,0.19,84251B,12,2019-08-01
United Kingdom,13402.0,562387,0.42,22815,12,2019-08-01
United Kingdom,13402.0,562387,0.42,21504,12,2019-08-01
United Kingdom,13402.0,562387,0.42,21519,12,2019-08-01
United Kingdom,13402.0,562387,0.42,21506,12,2019-08-01
United Kingdom,18099.0,562388,0.55,21212,6,2019-08-01
United Kingdom,13402.0,562387,1.65,23321,12,2019-08-01
United Kingdom,18099.0,562388,0.29,22616,12,2019-08-01
United Kingdom,18099.0,562388,0.29,22615,12,2019-08-01
United Kingdom,,562391,0.0,22854,3,2019-08-01
United Kingdom,,562390,0.0,21246,2,2019-08-01
United Kingdom,16531.0,562389,1.25,21915,12,2019-08-01
United Kingdom,16531.0,562389,0.85,21790,12,2019-08-01
United Kingdom,16531.0,562389,2.95,21452,6,2019-08-01
United Kingdom,16531.0,562389,0.85,21058,12,2019-08-01
United Kingdom,16531.0,562389,0.85,21061,12,2019-08-01
United Kingdom,16531.0,562389,1.25,20977,1,2019-08-01
United Kingdom,16531.0,562389,0.85,22491,12,2019-08-01
United Kingdom,16531.0,562389,0.06,16218,18,2019-08-01
United Kingdom,16531.0,562389,1.25,22564,12,2019-08-01
United Kingdom,16531.0,562389,1.9500000000000002,22432,6,2019-08-01
United Kingdom,16531.0,562389,1.9500000000000002,22433,6,2019-08-01
United Kingdom,16531.0,562389,8.25,23080,2,2019-08-01
United Kingdom,16531.0,562389,8.25,23081,2,2019-08-01
United Kingdom,16531.0,562389,1.25,21746,23,2019-08-01
United Kingdom,18099.0,562388,0.85,22197,4,2019-08-01
United Kingdom,18099.0,562388,5.95,21064,2,2019-08-01
United Kingdom,18099.0,562388,5.95,21065,2,2019-08-01
United Kingdom,18099.0,562388,3.75,22109,1,2019-08-01
United Kingdom,18099.0,562388,4.95,22720,1,2019-08-01
United Kingdom,18099.0,562388,0.42,84596F,8,2019-08-01
United Kingdom,18099.0,562388,0.42,84596B,8,2019-08-01
United Kingdom,18099.0,562388,1.65,22556,12,2019-08-01
United Kingdom,18099.0,562388,1.65,22554,12,2019-08-01
United Kingdom,18099.0,562388,0.29,21981,12,2019-08-01
United Kingdom,,562420,4.96,22467,1,2019-08-01
Belgium,12417.0,562445,0.85,23287,8,2019-08-01
United Kingdom,,562420,10.79,22473,1,2019-08-01
United Kingdom,12931.0,562439,7.65,22191,10,2019-08-01
United Kingdom,12931.0,562439,1.79,23203,17,2019-08-01
United Kingdom,12931.0,562439,1.45,23207,21,2019-08-01
United Kingdom,12931.0,562439,1.45,22561,0,2019-08-01
United Kingdom,12931.0,562439,1.45,22493,21,2019-08-01
United Kingdom,12931.0,562439,3.39,21479,13,2019-08-01
United Kingdom,12931.0,562439,1.65,22991,1,2019-08-01
United Kingdom,12931.0,562439,1.65,22992,11,2019-08-01
United Kingdom,12931.0,562439,1.79,23201,13,2019-08-01
